0;RT @CommuterBoston: ACCIDENT (Wellesley, MA): RT-9 East near Cedar St - involving a motorcycle and a car - possible lane restrictions;YES
1;RT @CommuterBoston: ACCIDENT: I-290 East before I-495 (Exit #26) - 2-car accident with possible lane blockages;YES
1528;I''d Kill To Shred The Gnar With This Baby Seal - I’d kill to shred the gnar with this baby seal. Just get pitt... http://t.co/EWSvTdbUXB;NO;
1529;Schedule a 15-Minute Break Before You Burn Out http://t.co/AVEqUVFQZ3;NO;
1530;My sister got her new car today and shock its red! So my dad, Steph, amy and I have a red car definitely making... http://t.co/xW302G45KU;NO;
1531;RT @utgjames: .@AntiqueRecords released a shirt to help @SlddngWthTgrs recover from a recent car accident. Please show your support http://…;YES
1532;Sometimes, you try to put out the fire, and sometimes, you gotta know when to pack up your hose and let it burn, you guys. @DadBoner;NO;
1533;It''s gotten to the point where you hope to die. #MeanwhileSyria @RajaAbdulrahim''s excellent report from Aleppo http://t.co/QPZcv00Tfy;NO;
1534;RT @TotalTrafficBOS: Accident in #Peabody on Rt 1 NB at Jughandle Lights #traffic http://t.co/AoTr5OL1uY;YES
1535;Winter tries to kill me with cold, and spring and fall try to kill me with allergies. Summer does not try to kill me. 1/2;NO;
1536;I''ve been on break for like an hour when I''m supposed to go on break for 30 minutes 😂😂;NO;
1537;Agree with @DanGrazianoESPN, injury settlement and release my guess. Tough break for a good guy. Tried his best to get back. #Giants;NO;
1538;Break bread with the fam till I''m dead with the fam.;NO;
1539;RT @ShizzMiller3: Break bread with the fam till I''m dead with the fam.;NO;
1540;@JackDail I DIE IF YALL DON''T FOLLOW MEEEEEEEE PLEASEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE I DIE ALREADY LOL;NO;
1541;@KingOfBoston_ I was giving you choices, and technically I didn''t break the rules you didn''t say I couldn''t cover up you just said no shirt;NO;
1542;@amaryahshaye @adamkotsko Choose 1: a) dead parents b) nuclear accident c) alien d) all of the above;NO;
1543;@ivythepriest I imagine the jail block should be pretty easy to break out of.;NO;
1544;Gas prices down 2 cents in Massachusetts: BOSTON — AAA Southern New England says gasoline prices in Massachusetts... http://t.co/Tn5Lwz9PJ9;NO;
1545;Gas prices down 2 cents in Massachusetts: BOSTON — AAA Southern New England says gasoline prices in Massachusetts... http://t.co/wnWOFhcgDO;NO;
1546;For the time being Pleasant Street will be closed due to road work between Gordon Road and Vinewood Road... http://t.co/RvHtFk5JP2;NO;
1547;Photoset: philamuseum: More Art Mondays: Road trips This week’s More Art Monday is inspired by summer road... http://t.co/UadiIwULAf;NO;
1548;You can''t kill me I was born dead;NO;
1549;Most smoke weed cause it''s a poppin hobby but some smoke for actual health problems . Do your research on your interest;NO;
1550;Moving traffic signs from the side of the road into the vehicles'' dashboard screens. http://t.co/OvuF06Xk56 #VirginiaTech #Research;NO;
1551;My car and i like to play this fun game where something will break but i continue to drive it anyway;NO;
1552;Greenway Truck & Tractor Day,  Tue, 8/5 11am-1pm. Greenway vehicles, Worm bin & Boston Fire Museum 1966 Engine - http://t.co/WaqCTO1wt6;NO;
1553;Rata-rata remaja menghabiskan 31 jam untuk internet dan 4 jam untuk Pekerjaan Rumah (PR) dalam seminggunya;NO;
1554;#caughtonspot  #Malden #MaldenPD checking out report that cellphone stolen from vehicle at new Dept.Transitional Services Commercial St.;NO;
1555;@ChrisHowdy I got a new car on Friday, and had to go back to my old car cause I left a tape in the cassette deck;NO;
1556;“@XXL: 2 Dead, 20 Hospitalized In D.C. After Mad Decent Block Party Tour Stop http://t.co/HYbYxSF2aY”damnnnnn;NO;
1557;My mom rushed me out the car and I dead walked out with two left flip flops on;NO;
1558;The simple solution for boosting traffic to home pages? Kill Facebook http://t.co/lLRzj5PV2u;NO;
1559;RT @JustinNXT: The simple solution for boosting traffic to home pages? Kill Facebook http://t.co/lLRzj5PV2u;NO;
1560;RT @HelloGreenway: Greenway Truck & Tractor Day,  Tue, 8/5 11am-1pm. Greenway vehicles, Worm bin & Boston Fire Museum 1966 Engine - http://…;NO;
1561;Cover: J-King & Maximan Ft. Nicky Jam – Nena Linda http://t.co/HaNTME9Fdx;NO;
1562;RT @MithayChawl: @zainabkhawaja92 Haha, car trips are always funny. They try to explore all corners of the car. This one''s mine. http://t.c…;NO;
1563;Quick coffee and smoke break before tackling folding clothes 😅;NO;
1564;Former Reagan press secretary James Brady dead...d-e-d...dead at 73. (@RadioBDC);NO;
1565;Vinyl Waif x: I PULL OFF YOUR JEANS AND YOU SPILL JACK AND COKE ... http://t.co/vvJEWXQXb0;NO;
1566;Cover: J-King & Maximan Ft. Nicky Jam – Nena Linda http://t.co/xNilXG1Z7G;NO;
1567;Police: Teen struck by car, attacked with wrench http://t.co/qfdodxZsLC;YES
1568;@Free_Fallin_Now @MericanMainer the only way she could kill me is if I went into cardiac arrest laughing at her trying to kill me.;NO;
1569;@AustinToMars Mexican Collision Coverage covers your auto while driving in Mexico. Pls DM us to further discuss your policy. -AM;NO;
1570;Few things out there are growing as fast as the DC tech #startups scene. Come cover it with us at @InTheCapital. http://t.co/kI3lOEFl8Z;NO;
1571;RT @HenrySantoro: Former Reagan press secretary James Brady dead...d-e-d...dead at 73. (@RadioBDC);NO;
1572;Closed report at 123 Webster St http://t.co/4ZsMq1oH4x. Case noted. no signs on block. turned in to be repaired.;NO;
1573;RT @galenmoore: Few things out there are growing as fast as the DC tech #startups scene. Come cover it with us at @InTheCapital. http://t.c…;NO;
1574;Here''s a game you can play about the Royal Family: dead, gay or alive? Charles - dead, gay or alive? George - dead, gay or alive? and so on.;NO;
1575;The Boston Police Foundation supports the brave Men and Women of the Boston Police Department by funding vital... http://t.co/jmA6YrhINZ;NO;
1576;Brandon Meriweather on practicing vs #Patriots: I talk junk to my own teammates, you don’t think I’m gonna talk junk to everyone else?;NO;
1577;RT @BenVolin: Brandon Meriweather on practicing vs #Patriots: I talk junk to my own teammates, you don’t think I’m gonna talk junk to ever…;NO;
1578;The time of the truck has ended, the age of the car begins!;NO;
1579;@UAEEmbassyUS how about the dead or about to die they won''t need any water . This is sad on both side.;NO;
1580;@kdakeis oh god, kill it with fire.;NO;
1581;@SunTrust Where does my car title get sent when my loan is paid off? Most recent car registration address?;NO;
1582;THERE WAS AN SDCC EXCLUSIVE WEARABLE INFINITY GAUNTLET THIS YEAR?!?!?!?!?!! I WANT TO DIE NOW. >_<;NO;
1583;Wow why would someone through something lit on fire onto the side of a highway. Now there''s a brush fire on the side of route 6 on the cape;YES
1584;“@JamesdaJewison: I can''t believe some people find Paul George''s injury funny, it''s not like Drose''s injury that was friggin hilarious”STFU;NO;
1585;“@TaylorWithAnE_: @DAIRYin_QUEEN: I crashed my bosses car... Fucking great lolz” die;YES
1586;Sledding With Tigers Involved In Car Accident, Cancel Remaining Tour Dates - http://t.co/LEFgwlLWEH;YES
1587;@__Detonator__ that in the event of injury while on the job the NBA must cover all cost associated with said injury.;NO;
1588;Someone be a doll and drive my car through the car wash;NO;
1589;.@slddngwthtgrs, a band @AntiqueRecords released, got into a bad car accident. We have a ltd ed tee for sale to help: http://t.co/SYLdVlQQJW;YES
1590;RT @craignb: .@slddngwthtgrs, a band @AntiqueRecords released, got into a bad car accident. We have a ltd ed tee for sale to help: http://t…;YES
1591;Skyrim W/ Kill La Kill mods: http://t.co/aqpttaTVU2;NO;
1592;Skyrim W/ Kill La Kill mods: http://t.co/DqLq1qWmds;NO;
1593;US plug-in electric car sales rose in July, though they still make up for a tiny part of the auto market: http://t.co/iQy59moq8g;NO;
1594;Here''s what''s happening in the news! Two shot in Randolph after police break up party http://t.co/rBnW36qLAV;YES
1595;Police Union President: Videotaping NYPD Chokehold is ‘Demonizing The Good Work Of Police Officers’ http://t.co/zOqyfE2Mxv;NO;
1596;RT @utgjames: Sledding With Tigers (@slddngwthtgrs) Detail Car Accident, Release New Shirt To Raise Funds http://t.co/fLvCYdk60U;YES
1597;I whine and scream about traffic in boston and I''m moving to a city where traffic will literally consume my life 😩;NO;
1598;#HIV inhibitor may also block herpes virus infection based on a #vaccine developed by Prof David Knipe http://t.co/lTKHWyZOQG;NO;
1599;RT @harvardmed: #HIV inhibitor may also block herpes virus infection based on a #vaccine developed by Prof David Knipe http://t.co/lTKHWyZO…;NO;
1600;Free internet access block by block in digital inclusion efforts | @knightfdn http://t.co/A3dpe9awPE #digitaldivide;NO;
1601;I wanna buy a new fish since my old one died. I was so attached to him I didn''t flush him for almost a month lol can''t believe he died.;NO;
1602;The Weekly Cloud Health Report is out!  See how #AWS #Azure #Office365 #Gmail stack up.  #CrowdPowered #Cloud http://t.co/V2QtfCxKXd;NO;
1603;Watch Arcade Fire cover the ''Beverly Hills Cop'' theme http://t.co/gFdgDw7G8f;NO;
1604;Helped nearby drivers by reporting a moderate traffic jam on I- 95 N, Dedham on @waze - Drive Social. http://t.co/76CW4QJhGM;NO;
1605;@MarriedToVince naja also die Entfernung bis zur Autobahn war schon extrem groß :D;NO;
1606;Helped nearby drivers by reporting a moderate traffic jam on I- 95 N, Needham on @waze - Drive Social. http://t.co/gdD1wVDqzQ;NO;
1607;Helped nearby drivers by reporting a moderate traffic jam on I- 95 N, Needham on @waze - Drive Social. http://t.co/jFS2Fcixuf;NO;
1608;In other thoughts from today''s cyberpunk dystopia bulletin I share with you this patch, Help The Police. http://t.co/9XlENqDARF;NO;
1609;That which is dead, can never die;NO;
1610;General Motors Financial receives subpoena over subprime auto loans: General Motors'' auto financi... http://t.co/HlmGwe6y0E via @CSMecon;NO;
1611;Helped nearby drivers by reporting a moderate traffic jam on I- 95 N, Weston on @waze - Drive Social. http://t.co/o5BnarBpWf;NO;
1612;RT @csmonitor: General Motors Financial receives subpoena over subprime auto loans: General Motors'' auto financi... http://t.co/HlmGwe6y0E …;NO;
1613;Chase Between a 150-Pound Tortoise and Police Car Just Doesn''t Seem Fair http://t.co/EsGRQlObJ7 #marketing;NO;
1614;Opened report via Android at 471-473 E 4th St Boston http://t.co/MkBYNh8VrE. Dead tree.;NO;
1615;RT @oceanriverllc21: #Ferry incident #Bangladesh Ferry Capsizes, 100 Missing http://t.co/qKZzJ24Okf via @ShipNews;YES
1616;Dead Kong — Look at me I''m dead kong. http://t.co/t3fPKknorD;NO;
1617;MA DPU decides #electric vehicle charging is a service & not the sale of electricity & won''t be regulated as a #utility (DPU 13-182-A);NO;
1618;Jerapah hanya tidur sekitar 2 jam dalam satu hari Sedangkan koala dapat tidur hingga 22 jam;NO;
1619;I bump the most hoodrat music in the car and then I remember I''m driving the whitest (literally) girliest car and I just look like a moron 😑;NO;
1620;Right now Hamas & Netanyahu eying each other to accept a ceasefire formally. A replay of the 1999 scene of Arafat & Barak door scene.?;NO;
1621;Report: USA Basketball Players Staying Course Despite Paul George Injury http://t.co/86aJFZ7Cik;NO;
1622;Chase Between a 150-Pound Tortoise and Police Car Just Doesn''t Seem Fair: Slow and steady does not win the rac... http://t.co/kkG29GYsYC;NO;
1623;RT @NESN: Report: USA Basketball Players Staying Course Despite Paul George Injury http://t.co/86aJFZ7Cik;NO;
1624;RT @GreenSmartGrid: MA DPU decides #electric vehicle charging is a service & not the sale of electricity & won''t be regulated as a #utili…;NO;
1625;Boat and beer boat and beer 😎;NO;
1626;@kirabo808 # tht should be a boring neighbourhood # ate abantu bakowu;NO;
1627;Selena Gomez involved in minor car crash http://t.co/lNgxXuM5Pt;YES
1628;@ducki_ebooks I seem to be within the confines of a minor road block..;NO;
1629;The scene of camper incident in Westminster. No injuries. Photo by @DGR2564 Lt. Richard, MSP. http://t.co/F7FQO45gR0;YES
1630;New post on the Mayor''s blog: Road Construction and Traffic Update for the Week of August 4: http://t.co/7Hld3ljkQ9;NO;
1631;My car swallows the gas 😩, 30-40 a week;NO;
1632;RT @HarvardFLPC: It''s Nat''l #farmersmarketweek! MA has 6th highest # of farmers markets & is in the top 10 for biggest increase in # of far…;NO;
1633;# Autostrada A4 stoi w korku - Kierowcy! Omijajcie podwrocławski odcinek autostrady A4. Niemal każdeg... http://t.co/t7wx2Qqd7g;NO;
1634;Blazing some of DAT haze its good but i need that gas that kush #FuckYoSquad #BossLife… http://t.co/W0x0SxTtUN;NO;
1635;Cool, my #beaded Fire Truck has been featured in a #red Treasury #546 by Dorota on #Etsy http://t.co/G0K7c8IXtu;NO;
1636;The truck with the most vibes. @mmshawnnoel and @thisisjester on the road with teamsaldenah http://t.co/Woh4mZax8s;NO;
1637;.@UofNH alum makes first wheelchair ascent of Mount Washington Auto Road http://t.co/auX9oYgisP  #3Pillars http://t.co/x2dRd2vG7C;NO;
1638;I told Jenn I wouldn''t mind waiting in the car, I regret saying that 40 minutes and I''m still in the car;NO;
1639;Dead Moon - fire in the western world;YES
1640;RT @AmericaEast: .@UofNH alum makes first wheelchair ascent of Mount Washington Auto Road http://t.co/auX9oYgisP  #3Pillars http://t.co/x2d…;NO;
1641;Camper crash closes part of highway http://t.co/CauUq12Z2p;YES
1642;@DevanRatta8 @mckennynickel Weymouth is forever responsible for every bruise.. I''m pretty much a walking bruise actually;NO;
1643;James Brady, the press secretary for Ronald Reagan who had survived a devastating head wound, a safe gun advocate, died Monday. He was 73.;NO;
1644;Report: Your Car is the Latest Target for Hackers - The Charlottesville Newsplex http://t.co/UunZVnyAHM #technology;NO;
1645;Got my truck back (@ Ryder Truck Rental in Braintree, MA) https://t.co/pIyt1HsCxS;NO;
1646;Thanks @AdventureDub for making Saturday''s boat cruise my personal favorite boat of the season. #teaser #xclusive http://t.co/JxpbefOXV7;NO;
1647;Report: Vitor Faverani Arrested For Alleged Drunk Driving After Car Accident http://t.co/foX2RCqzIz;YES
1648;RT @NESN: Report: Vitor Faverani Arrested For Alleged Drunk Driving After Car Accident http://t.co/foX2RCqzIz;YES
1649;Consumer Reports: 11 Ways To Get The Best Deals On Rental Cars #travel #rental #car #auto http://t.co/zAemhIoUib http://t.co/C9scj61vj7;NO;
1650;Menurut studi, wanita yang memiliki jam tidur teratur mempunyai berat badan ideal dibandingkan wanita yang tidur kurang dari 6 jam sehari;NO;
1651;Car fire. Rt 1 SB after 16. #wbz http://t.co/ngg8YOVZ29;YES
1652;@_bnd123 LOOOL NO IM GONNA DIE. first year of highschool. KILL ME NOW PLZ;NO;
1653;RT @BreannaxBailey: @_bnd123 LOOOL NO IM GONNA DIE. first year of highschool. KILL ME NOW PLZ;NO;
1654;#PSA for those frequently in my car, I''m now charging for gas. My $20 worth should not be diminished just to bring people home, etc.;NO;
1655;@PaulMaskeyMP Go die beaker!90% of my family and 1.5 Million other Armenians died in a GENOCIDE by IslamoFascists like Hamas!@patcondell;NO;
1656;Brookline resident calls police upon spotting car with hatchback open. Neighbor was packing for a trip http://t.co/IrOrJ6yuT0;NO;
1657;Only in Brookline... Resident calls police upon spotting car with hatchback open Neighbor was packing for a trip http://t.co/Ux5lo5YStC;NO;
